age,attrition,dailyrate,distancefromhome,education,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,engagementscore,overtimestress,incomeperyearworked,promotiongap,department_Research & Development,department_Sales,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,businesstravel_Travel_Frequently,businesstravel_Travel_Rarely,maritalstatus_Married,maritalstatus_Single,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,tenurecategory_10+ yrs,tenurecategory_3-5 yrs,tenurecategory_6-9 yrs,gender_Male
48,0,530,29,1,1,3,3,3,12504,23978,3,0,21,2,1,15,3,1,0,0,0,0,2.0,0,10003.2,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
37,0,1319,6,3,3,4,2,1,5974,17001,4,1,13,1,2,13,2,3,7,7,6,7,2.4,0,5514.461538461538,0.75,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
30,0,641,25,2,4,3,2,3,4736,6069,7,1,12,2,1,4,2,4,2,2,2,2,3.2,0,14208.0,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26,0,933,1,3,3,3,2,3,5296,20156,1,0,17,2,1,8,3,3,8,7,7,7,2.8,0,7944.0,0.7777777777777778,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
42,0,1332,2,4,1,2,2,4,6781,17078,3,0,23,2,0,14,6,3,1,0,0,0,2.4,0,5812.285714285715,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
21,1,756,1,1,1,2,1,2,2174,9150,1,1,11,3,0,3,3,3,3,2,1,2,2.2,0,8696.0,0.25,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
36,0,845,1,5,4,3,2,4,6653,15276,4,0,15,2,0,7,6,3,1,0,0,0,3.2,0,11405.142857142857,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36,0,541,3,4,1,2,3,4,9699,7246,4,0,11,1,1,16,2,3,13,9,1,12,2.2,0,7274.25,0.07142857142857142,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
57,0,593,1,4,4,3,2,3,6755,2967,2,0,11,3,0,15,2,3,3,2,1,2,3.2,0,5404.0,0.25,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
40,0,1171,10,4,4,4,1,3,2213,22495,3,1,13,3,1,10,3,3,7,7,1,7,3.4,0,2655.6,0.125,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
21,0,895,9,2,1,3,1,4,2610,2851,1,0,24,3,0,3,3,2,3,2,2,2,2.6,0,10440.0,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
33,1,350,5,3,4,3,1,3,2851,9150,1,1,13,2,0,1,2,3,1,0,0,0,3.0,0,34212.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
37,0,921,10,3,3,3,1,1,3452,17663,6,0,20,2,1,17,3,3,5,4,0,3,2.4,0,2436.705882352941,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
46,0,1144,7,4,3,3,2,3,5258,16044,2,0,14,3,0,7,2,4,1,0,0,0,3.2,0,9013.714285714286,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41,1,143,4,3,1,3,2,2,9355,9558,1,0,18,3,0,8,5,3,8,7,7,7,2.4,0,14032.5,0.7777777777777778,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
50,0,1046,10,3,4,2,3,4,10496,2755,6,0,15,4,0,20,2,3,4,3,1,3,3.4,0,6297.6,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
40,1,575,22,2,3,2,2,3,6380,6110,2,1,12,1,2,8,6,3,6,4,1,0,2.4,0,9570.0,0.14285714285714285,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
31,0,408,9,4,3,2,1,2,2657,7551,0,1,16,4,0,3,5,3,2,2,2,2,2.8,0,10628.0,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
21,1,156,12,3,3,4,1,2,2716,25422,1,0,15,4,0,1,0,3,1,0,0,0,3.2,0,32592.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
29,0,1283,23,3,4,3,1,4,2201,18168,9,0,16,4,0,6,4,3,3,2,1,2,3.6,0,4402.0,0.25,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
35,0,755,9,4,3,2,2,2,6540,19394,9,0,19,3,0,10,5,3,1,1,0,0,2.6,0,7848.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
27,0,1469,1,2,4,3,1,2,3816,17881,1,0,11,2,1,5,2,3,5,2,0,4,2.8,0,9158.4,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
28,0,304,9,4,2,3,2,4,5253,20750,1,0,16,4,0,7,1,3,7,5,0,7,3.2,0,9005.142857142857,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
49,0,1261,7,3,2,2,3,3,10965,12066,8,0,24,3,0,26,2,3,5,2,0,0,2.6,0,5060.7692307692305,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
51,0,1178,14,2,3,3,2,4,4936,14862,4,0,11,3,1,18,2,2,7,7,0,7,3.0,0,3290.6666666666665,0.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
36,0,329,2,3,4,3,1,3,2543,11868,4,0,13,2,1,6,3,3,2,2,2,2,3.0,0,5086.0,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
34,1,1362,19,3,1,4,2,4,5304,4652,8,1,13,2,0,9,3,2,5,2,0,4,2.6,0,7072.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
55,0,1311,2,3,3,3,4,4,16659,23258,2,1,13,3,0,30,2,3,5,4,1,2,3.2,0,6663.6,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
24,0,1371,10,4,4,3,2,3,4260,5915,1,1,12,4,1,5,2,4,5,2,0,3,3.6,0,10224.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
30,0,202,2,1,3,3,1,2,2476,17434,1,0,18,1,1,1,3,3,1,0,0,0,2.4,0,29712.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
26,1,575,3,1,3,3,1,1,3102,6582,0,0,22,3,0,7,2,3,6,4,0,4,2.6,0,5317.714285714285,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
22,0,253,11,3,1,3,1,2,2244,24440,1,0,13,4,1,2,1,3,2,1,1,2,2.6,0,13464.0,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
36,0,164,2,2,2,2,3,3,7596,3809,1,0,13,2,2,10,2,3,10,9,9,0,2.4,0,9115.2,0.8181818181818182,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
30,1,464,4,3,3,3,1,4,2285,3427,9,1,23,3,0,3,4,3,1,0,0,0,3.2,0,9140.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
37,0,1107,14,3,4,3,1,1,3034,26914,1,0,12,3,1,18,2,2,18,7,12,17,2.6,0,2022.6666666666667,0.631578947368421,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
40,0,759,2,2,4,3,2,2,5715,22553,7,0,12,3,2,8,5,3,5,4,1,3,3.0,0,8572.5,0.16666666666666666,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
42,0,201,1,4,2,3,1,1,2576,20490,3,0,16,2,1,8,5,3,5,2,1,2,2.2,0,3864.0,0.16666666666666666,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
37,0,1305,10,4,3,3,2,2,4197,21123,2,1,12,4,0,18,2,2,1,0,0,1,2.8,0,2798.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
43,0,982,12,3,1,2,4,2,14336,4345,1,0,11,3,1,25,3,3,25,10,3,9,2.2,0,6881.28,0.11538461538461539,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
40,0,555,2,3,2,2,2,3,3448,13436,6,0,22,2,1,20,3,3,1,0,0,0,2.4,0,2068.8,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
54,0,821,5,2,1,3,5,1,19406,8509,4,0,11,3,1,24,4,2,4,2,1,2,2.0,0,9703.0,0.2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
34,0,1381,4,4,3,3,2,3,6538,12740,9,0,15,1,1,6,3,3,3,2,1,2,2.6,0,13076.0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0,480,7,2,2,3,2,1,4306,4156,1,0,12,2,1,13,5,1,13,10,3,12,1.8,0,3974.769230769231,0.21428571428571427,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
43,0,313,21,3,4,3,1,4,2258,15238,7,0,20,1,1,8,1,3,3,2,1,2,3.0,0,3387.0,0.25,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
43,0,1473,8,4,3,3,2,3,4522,2227,4,1,14,4,0,8,3,3,5,2,0,2,3.2,0,6783.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25,0,891,4,2,2,2,2,4,4487,12090,1,1,11,2,0,5,3,3,5,4,1,3,2.6,0,10768.8,0.16666666666666666,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
37,0,1063,25,5,2,3,2,3,4449,23866,3,1,15,1,2,15,2,3,13,11,10,7,2.4,0,3559.2,0.7142857142857143,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
31,0,329,1,2,4,2,1,1,2218,16193,1,0,12,3,1,4,3,3,4,2,3,2,2.6,0,6654.0,0.6,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
39,0,1218,1,1,2,3,5,3,19197,8213,1,1,14,3,1,21,3,3,21,8,1,6,2.8,0,10969.714285714286,0.045454545454545456,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
56,0,906,6,3,3,4,4,1,13212,18256,9,0,11,4,3,36,0,2,7,7,7,7,2.8,0,4404.0,0.875,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
30,0,1082,12,3,2,3,2,3,6577,19558,0,0,11,2,0,6,6,3,5,4,4,4,2.6,0,13154.0,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
41,0,645,1,3,2,4,3,1,8392,19566,1,0,16,3,1,10,2,3,10,7,0,7,2.6,0,10070.4,0.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
28,0,1300,17,2,3,3,2,1,4558,13535,1,0,12,4,1,10,2,3,10,0,1,8,2.8,0,5469.6,0.09090909090909091,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
25,1,688,3,3,1,3,1,1,4031,9396,5,0,13,3,1,6,5,3,2,2,0,2,2.2,0,8062.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
52,0,319,3,3,4,2,3,3,7969,19609,2,1,14,3,0,28,4,3,5,4,0,4,3.0,0,3415.285714285714,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
45,0,192,10,2,1,3,1,4,2654,9655,3,0,21,4,2,8,3,2,2,2,0,2,2.8,0,3981.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
52,0,1490,4,2,4,3,4,4,16555,10310,2,0,13,4,0,31,2,1,5,2,1,4,3.2,0,6408.387096774193,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
42,0,532,29,2,1,3,2,3,4556,12932,2,0,11,2,1,19,3,3,5,4,0,2,2.4,0,2877.4736842105262,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
30,0,317,2,3,3,1,2,4,6091,24793,2,0,20,3,0,11,2,3,5,4,0,2,2.8,0,6644.727272727273,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
60,0,422,7,3,1,3,5,1,19566,3854,5,0,11,4,0,33,5,1,29,8,11,10,2.0,0,7114.909090909091,0.36666666666666664,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
46,0,1485,18,3,3,3,2,3,4810,26314,2,0,14,3,1,19,5,2,10,7,0,8,2.8,0,3037.8947368421054,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
42,0,1368,28,4,4,2,2,4,4523,4386,0,0,11,4,3,7,4,4,6,5,0,4,3.6,0,7753.714285714285,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
24,1,1448,1,1,1,3,1,2,3202,21972,1,1,16,2,0,6,4,3,5,3,1,4,2.2,0,6404.0,0.16666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
34,1,296,6,2,4,1,1,3,2351,12253,0,0,16,4,1,3,3,2,2,2,1,0,2.8,0,9404.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
38,0,1490,2,2,4,3,1,4,1702,12106,1,1,23,3,1,1,3,3,1,0,0,0,3.4,0,20424.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
40,0,1398,2,4,3,3,5,3,18041,13022,0,0,14,4,0,21,2,3,20,15,1,12,3.2,0,10309.142857142857,0.047619047619047616,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
26,0,1349,23,3,1,3,1,4,2886,3032,1,0,22,2,2,3,3,1,3,2,0,2,2.2,0,11544.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,0,1400,3,3,3,3,1,4,2097,16734,4,0,15,3,1,9,3,1,5,3,1,4,2.8,0,2796.0,0.16666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
29,0,986,3,4,2,2,3,3,11935,21526,1,0,18,3,0,10,2,3,10,2,0,7,2.6,0,14322.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
29,1,408,25,5,3,2,1,2,2546,18300,5,0,16,2,0,6,2,4,2,2,1,1,2.6,0,5092.0,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
19,1,489,2,2,1,2,1,4,2564,18437,1,0,12,3,0,1,3,4,1,0,0,0,2.8,0,30768.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
30,0,1398,22,4,3,3,3,1,8412,2890,0,0,11,3,0,10,3,3,9,8,7,8,2.6,0,10094.4,0.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
57,0,210,29,3,1,2,4,4,14118,22102,3,0,12,3,1,32,3,2,1,0,0,0,2.4,0,5294.25,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
50,0,1099,29,4,2,2,4,3,17046,9314,0,0,15,2,1,28,2,3,27,10,15,7,2.4,0,7305.428571428572,0.5357142857142857,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
30,0,1116,2,3,3,3,1,4,2564,7181,0,0,14,3,0,12,2,2,11,7,6,7,3.0,0,2564.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
60,0,1499,28,3,3,2,3,1,10266,2845,4,0,19,4,0,22,5,4,18,13,13,11,2.8,0,5599.636363636364,0.6842105263157895,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
47,0,983,2,2,1,3,2,4,5070,7389,5,0,13,3,3,20,2,3,5,0,0,4,2.8,0,3042.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
46,0,1009,2,3,1,3,4,3,17861,2288,6,0,13,3,0,26,2,1,3,2,0,1,2.2,0,8243.538461538461,0.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
35,0,144,22,3,4,1,1,3,4230,19225,0,0,15,3,0,6,2,3,5,4,4,3,2.8,0,8460.0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
54,0,548,8,4,3,3,2,3,3780,23428,7,0,11,3,0,19,3,3,1,0,0,0,3.0,0,2387.3684210526317,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
34,0,1303,2,4,4,2,1,3,2768,8416,3,0,12,3,1,14,3,3,7,3,5,7,3.0,0,2372.5714285714284,0.625,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
46,0,1125,10,3,3,2,3,4,9071,11563,2,1,19,3,1,15,3,3,3,2,1,2,3.0,0,7256.8,0.25,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
31,0,1274,9,1,3,3,3,2,10648,14394,1,0,25,4,1,13,6,4,13,8,0,8,3.2,0,9828.923076923076,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
33,1,1277,15,1,2,3,3,3,13610,24619,7,1,12,4,0,15,2,4,7,6,7,7,3.2,0,10888.0,0.875,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
33,1,587,10,1,1,1,1,4,3408,6705,7,0,13,1,3,8,2,3,4,3,1,3,2.0,0,5112.0,0.2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
30,0,413,7,1,4,3,1,2,2983,18398,0,0,14,1,0,4,3,3,3,2,1,2,2.6,0,8949.0,0.25,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
35,0,1276,16,3,4,3,3,3,7632,14295,4,1,12,3,0,10,2,3,8,7,0,0,3.2,0,9158.4,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
31,1,534,20,3,1,3,3,3,9824,22908,3,0,12,1,0,12,2,3,1,0,0,0,2.2,0,9824.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
34,1,988,23,3,2,3,3,1,9950,11533,9,1,15,3,3,11,2,3,3,2,0,2,2.4,0,10854.545454545454,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,0,1474,5,2,2,3,1,3,2093,9260,4,0,17,4,1,8,4,3,2,2,2,0,3.0,0,3139.5,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
36,0,635,10,4,2,3,3,4,9980,15318,1,0,14,4,0,10,3,2,10,3,9,7,3.0,0,11976.0,0.8181818181818182,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
22,1,1368,4,1,3,2,1,3,3894,9129,5,0,16,3,0,4,3,3,2,2,1,2,2.8,0,11682.0,0.3333333333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
48,0,163,2,5,2,3,2,4,4051,19658,2,0,14,1,1,14,2,3,9,7,6,7,2.6,0,3472.285714285714,0.6,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
55,0,1117,18,5,1,3,4,2,16835,9873,3,0,23,4,0,37,2,3,10,9,7,7,2.6,0,5460.0,0.6363636363636364,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
41,0,267,10,2,4,3,2,4,6230,13430,7,0,14,4,0,16,3,3,14,3,1,10,3.6,0,4672.5,0.06666666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
35,0,619,1,3,2,3,2,3,4717,18659,9,0,11,3,0,15,2,3,11,9,6,9,2.8,0,3773.6,0.5,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
40,0,302,6,3,2,3,4,3,13237,20364,7,0,15,3,0,22,3,3,20,6,5,13,2.8,0,7220.181818181818,0.23809523809523808,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
39,0,443,8,1,3,3,1,3,3755,17872,1,0,11,1,1,8,3,3,8,3,0,7,2.6,0,5632.5,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
31,0,828,2,1,2,3,2,4,6582,8346,4,1,13,3,0,10,2,4,6,5,0,5,3.2,0,7898.4,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
42,0,319,24,3,4,3,3,1,7406,6950,1,1,21,4,1,10,5,2,10,9,5,8,2.8,0,8887.2,0.45454545454545453,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
45,0,561,2,3,4,3,2,2,4805,16177,0,0,19,2,1,9,3,4,8,7,3,7,3.0,0,6406.666666666667,0.3333333333333333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
26,1,426,17,4,2,3,1,3,2741,22808,0,1,11,2,1,8,2,2,7,7,1,0,2.4,0,4111.5,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
29,0,232,19,3,4,3,2,4,4262,22645,4,0,12,2,2,8,2,4,3,2,1,2,3.4,0,6393.0,0.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
33,0,922,1,5,1,4,4,3,16184,22578,4,0,19,3,1,10,2,3,6,1,0,5,2.8,0,19420.8,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
31,0,688,7,3,3,2,3,4,11557,25291,9,0,21,3,1,10,3,2,5,4,0,1,2.8,0,13868.4,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
18,1,1306,5,3,2,3,1,2,1878,8059,1,1,14,4,0,0,3,3,0,0,0,0,2.8,0,7213.333333333333,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
40,0,1094,28,3,3,1,3,1,10932,11373,3,0,15,3,1,20,2,3,1,0,0,1,2.2,0,6559.2,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,0,509,2,4,1,2,2,3,6811,2112,2,1,17,1,0,10,3,3,8,7,0,7,2.0,0,8173.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
26,0,775,29,2,1,3,2,3,4306,4267,5,0,12,1,2,8,5,3,0,0,0,0,2.2,0,6459.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,0,195,1,3,1,3,2,3,4859,6698,1,0,16,4,0,5,3,3,5,4,0,3,2.8,0,11661.6,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
34,0,258,21,4,4,4,2,4,5337,19921,1,0,12,4,0,10,3,3,10,7,5,7,3.8,0,6404.4,0.45454545454545453,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
26,1,471,24,3,3,1,1,4,2340,23213,1,1,18,2,0,1,3,1,1,0,0,0,2.2,0,28080.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
37,0,799,1,3,2,3,3,4,7491,23848,4,0,17,4,0,12,3,4,6,5,1,2,3.4,0,7491.0,0.14285714285714285,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
46,0,1034,18,1,1,3,3,3,10527,8984,5,0,11,4,0,28,3,2,2,2,1,2,2.6,0,4511.571428571428,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
41,0,1276,2,5,2,3,4,1,16595,5626,7,0,16,2,1,22,2,3,18,16,11,8,2.2,0,9051.818181818182,0.5789473684210527,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
37,0,142,9,4,1,3,3,2,8834,24666,1,0,13,4,1,9,6,3,9,5,7,7,2.6,0,11778.666666666666,0.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
52,0,956,6,2,4,3,2,1,5577,22087,3,1,12,2,2,18,3,3,10,9,6,9,2.6,0,3718.0,0.5454545454545454,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
32,1,1474,11,4,4,4,2,3,4707,23914,8,0,12,4,0,6,2,3,4,2,1,2,3.6,0,9414.0,0.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
24,0,535,24,3,4,3,1,4,2400,5530,0,0,13,3,2,3,3,3,2,2,2,1,3.4,0,9600.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
38,0,1495,10,3,3,3,2,3,9824,22174,3,0,19,3,1,18,4,3,1,0,0,0,3.0,0,6549.333333333333,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
